timestamp,ticker,side,qty,entry_price,exit_price,pnl,strategy
2020-04-16T04:00:00+00:00,MSFT,buy,2.785515320334262,179.5,173.5,-16.71309192200557,ema_cross_filtered
2020-11-04T05:00:00+00:00,MSFT,buy,2.251846514141596,222.04,214.5,-16.978922716627615,ema_cross_filtered
2022-04-01T04:00:00+00:00,MSFT,buy,1.6124350994872458,310.09,296.66,-21.65500338611363,ema_cross_filtered
2023-09-08T04:00:00+00:00,MSFT,buy,1.4826236508124777,337.24,331.31,-8.791958249318004,ema_cross_filtered
2023-10-17T04:00:00+00:00,MSFT,buy,1.5038046257030286,332.49,325.47,-10.556708472435234,ema_cross_filtered
2024-05-14T04:00:00+00:00,MSFT,buy,1.1964584828906437,417.9,415.13,-3.3141899976070612,ema_cross_filtered
