timestamp,ticker,side,qty,entry_price,exit_price,pnl,strategy
2020-05-19T04:00:00+00:00,SPY,buy,1.6902170238658645,295.82,433.0,231.8639713339193,ema_cross_filtered
2021-10-19T04:00:00+00:00,SPY,buy,1.1083279764147806,451.13,432.03,-21.169064349522337,ema_cross_filtered
2022-03-30T04:00:00+00:00,SPY,buy,1.091965319181463,457.89,445.59,-13.431173425932005,ema_cross_filtered
2023-01-13T05:00:00+00:00,SPY,buy,1.2547681188516362,398.48,389.36,-11.443485243926927,ema_cross_filtered
2023-03-31T04:00:00+00:00,SPY,buy,1.2229423994129875,408.85,429.17,24.8501895560719,ema_cross_filtered
2023-11-15T05:00:00+00:00,SPY,buy,1.1130403811050265,449.22,527.37,86.98410578335779,ema_cross_filtered
